created on: Tue Feb 20 01:16:55 2018

dir	fecha	indicativo	nombre	prec	presMax	presMin	provincia	racha	sol	tmax	tmed	tmin	velmedia
9.0	2015-07-07	8025	ALICANTE/ALACANT	0.0	1008.2	1004.3	ALICANTE	5.6	13.3	37.4	29.8	22.1	1.7
16.0	2015-07-07	7247X	PINOSO 	0.0			ALICANTE	3.9		40.4	28.2	16.0	0.8
99.0	2015-07-07	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.8	1009.9	ALICANTE	9.2	12.0	41.2	31.4	21.6	1.9
13.0	2015-07-08	8025	ALICANTE/ALACANT	0.0	1006.0	1003.0	ALICANTE	6.4	12.6	33.0	28.3	23.6	2.2
12.0	2015-07-08	7247X	PINOSO 	0.0			ALICANTE	2.2		39.9	29.4	19.0	0.6
7.0	2015-07-08	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.7	1008.6	ALICANTE	9.2	11.6	34.8	28.4	22.1	2.5
13.0	2015-07-09	8025	ALICANTE/ALACANT	0.0	1008.7	1005.7	ALICANTE	6.9	8.6	30.6	27.2	23.9	2.5
18.0	2015-07-09	7247X	PINOSO 	0.0			ALICANTE	3.9		32.5	25.6	18.6	0.8
99.0	2015-07-09	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.4	1011.3	ALICANTE	9.2	7.8	30.1	27.4	24.8	4.4
19.0	2015-07-10	8025	ALICANTE/ALACANT	0.0	1009.0	1006.3	ALICANTE	8.1	13.3	31.5	27.0	22.6	2.2
22.0	2015-07-10	7247X	PINOSO 	0.0			ALICANTE	3.3		34.3	25.2	16.0	0.8
99.0	2015-07-10	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.6	1011.9	ALICANTE	7.8	12.0	33.0	27.8	22.7	2.2
6.0	2015-07-11	8025	ALICANTE/ALACANT	0.0	1010.1	1007.0	ALICANTE	7.2	10.5	29.8	26.7	23.6	2.5
18.0	2015-07-11	7247X	PINOSO 	0.0			ALICANTE	3.3		33.3	25.2	17.2	0.8
12.0	2015-07-11	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.9	1012.8	ALICANTE	10.3	8.5	30.4	27.5	24.6	4.4
14.0	2015-07-12	8025	ALICANTE/ALACANT	0.0	1010.5	1007.9	ALICANTE	6.1	13.6	30.9	26.4	21.8	1.9
23.0	2015-07-12	7247X	PINOSO 	0.0			ALICANTE	3.1		34.1	25.8	17.4	0.6
10.0	2015-07-12	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.3	1013.7	ALICANTE	7.8	12.4	30.8	27.0	23.1	2.5
14.0	2015-07-13	8025	ALICANTE/ALACANT	0.0	1010.4	1007.8	ALICANTE	6.7	13.5	31.6	26.8	22.0	1.9
22.0	2015-07-13	7247X	PINOSO 	0.0			ALICANTE	1.9		33.8	24.7	15.6	0.8
99.0	2015-07-13	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.2	1013.6	ALICANTE	8.3	12.0	33.3	27.6	21.9	1.9
12.0	2015-07-14	8025	ALICANTE/ALACANT	0.0	1009.3	1007.4	ALICANTE	6.1	12.8	32.8	28.1	23.4	1.9
11.0	2015-07-14	7247X	PINOSO 	0.0			ALICANTE	2.8		33.9	24.9	15.9	0.8
9.0	2015-07-14	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.2	1013.2	ALICANTE	9.7	12.1	33.1	28.2	23.2	2.8
11.0	2015-07-15	8025	ALICANTE/ALACANT	0.0	1008.2	1005.6	ALICANTE	5.8	12.9	34.5	28.3	22.1	2.2
19.0	2015-07-15	7247X	PINOSO 	0.0			ALICANTE	3.1		34.2	24.8	15.5	0.8
99.0	2015-07-15	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.0	1011.4	ALICANTE	7.8	12.1	34.0	28.1	22.2	2.8
13.0	2015-07-16	8025	ALICANTE/ALACANT	0.0	1007.5	1004.7	ALICANTE	5.3	13.4	34.5	28.0	21.6	1.9
20.0	2015-07-16	7247X	PINOSO 	0.0			ALICANTE	3.3		35.3	25.2	15.2	0.8
99.0	2015-07-16	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.2	1010.4	ALICANTE	7.2	12.0	33.4	27.6	21.8	2.5
15.0	2015-07-17	8025	ALICANTE/ALACANT	0.0	1008.8	1006.5	ALICANTE	6.4	13.3	33.9	28.3	22.7	1.9
18.0	2015-07-17	7247X	PINOSO 	0.0			ALICANTE	3.3		35.4	26.0	16.7	0.8
99.0	2015-07-17	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.5	1012.1	ALICANTE	8.3	9.3	33.0	28.9	24.8	3.1
12.0	2015-07-18	8025	ALICANTE/ALACANT	0.0	1008.3	1004.9	ALICANTE	7.2	12.2	31.8	27.2	22.7	2.5
21.0	2015-07-18	7247X	PINOSO 	0.0			ALICANTE	3.9		34.2	25.4	16.7	0.3
99.0	2015-07-18	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.1	1010.8	ALICANTE	8.3	10.7	31.6	27.7	23.8	3.9
11.0	2015-07-19	8025	ALICANTE/ALACANT	0.0	1006.7	1004.3	ALICANTE	6.1	10.4	31.7	27.2	22.7	1.9
18.0	2015-07-19	7247X	PINOSO 	0.0			ALICANTE	3.1		36.4	26.5	16.6	0.8
99.0	2015-07-19	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.7	1010.2	ALICANTE	7.8	7.7	33.3	28.0	22.7	2.5
99.0	2015-07-20	8025	ALICANTE/ALACANT	0.0	1006.2	1004.3	ALICANTE	5.8	11.9	32.0	27.7	23.4	1.9
19.0	2015-07-20	7247X	PINOSO 	0.0			ALICANTE	4.7		35.0	26.4	17.9	0.8
	2015-07-20	8019	ALICANTE-ELCHE AEROPUERTO	0.0			ALICANTE		9.9	32.0	27.9	23.8	3.1
13.0	2015-07-21	8025	ALICANTE/ALACANT	0.0	1006.3	1004.3	ALICANTE	6.1	12.8	33.1	28.7	24.3	1.9
24.0	2015-07-21	7247X	PINOSO 	0.0			ALICANTE	3.1		34.4	25.6	16.7	0.8
	2015-07-21	8019	ALICANTE-ELCHE AEROPUERTO	0.0			ALICANTE			34.8	30.2	25.5	
25.0	2015-07-22	8025	ALICANTE/ALACANT	0.0	1006.2	1001.2	ALICANTE	14.2	10.6	34.4	28.8	23.2	2.2
5.0	2015-07-22	7247X	PINOSO 	5.9			ALICANTE	13.9		35.5	26.6	17.6	2.2
99.0	2015-07-22	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.1	1007.5	ALICANTE	11.7	9.6	32.4	28.4	24.5	3.1
14.0	2015-07-23	8025	ALICANTE/ALACANT	0.0	1006.6	1003.1	ALICANTE	7.2	13.2	32.3	28.2	24.1	1.9
17.0	2015-07-23	7247X	PINOSO 	0.0			ALICANTE	8.3		32.4	25.3	18.2	1.4
99.0	2015-07-23	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.4	1008.8	ALICANTE	8.3	11.7	33.1	29.0	24.8	2.2
14.0	2015-07-24	8025	ALICANTE/ALACANT	0.0	1003.3	998.6	ALICANTE	8.1	12.5	33.6	28.6	23.6	2.5
22.0	2015-07-24	7247X	PINOSO 	0.0			ALICANTE	8.9		36.6	27.2	17.7	1.9
16.0	2015-07-24	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1009.1	1004.0	ALICANTE	10.3	11.6	34.9	29.5	24.1	2.5
7.0	2015-07-25	8025	ALICANTE/ALACANT	0.0	1006.7	999.0	ALICANTE	11.4	12.0	32.9	29.4	25.9	3.3
5.0	2015-07-25	7247X	PINOSO 	0.0			ALICANTE	10.8		33.6	27.2	20.8	1.9
7.0	2015-07-25	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1004.7	ALICANTE	14.4	9.7	34.7	30.1	25.5	5.3
12.0	2015-07-26	8025	ALICANTE/ALACANT	0.0	1007.3	1003.1	ALICANTE	6.7	11.0	32.2	29.2	26.3	2.8
20.0	2015-07-26	7247X	PINOSO 	0.0			ALICANTE	7.5		33.0	26.4	19.8	1.4
5.0	2015-07-26	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.1	1008.9	ALICANTE	8.9	10.1	32.3	29.2	26.2	3.6
11.0	2015-07-27	8025	ALICANTE/ALACANT	0.0	1003.2	1001.2	ALICANTE	6.7	13.5	36.8	30.4	23.9	2.5
12.0	2015-07-27	7247X	PINOSO 	0.0			ALICANTE	4.2		40.0	29.0	17.9	0.8
4.0	2015-07-27	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1008.9	1006.8	ALICANTE	10.3	12.1	39.1	31.8	24.4	3.9
10.0	2015-07-28	8025	ALICANTE/ALACANT	0.0	1004.9	1002.3	ALICANTE	6.4	11.9	31.6	28.6	25.7	1.7
20.0	2015-07-28	7247X	PINOSO 	0.0			ALICANTE	3.6		33.0	26.0	19.1	0.8
7.0	2015-07-28	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1010.7	1008.0	ALICANTE	8.9	10.9	32.1	29.2	26.3	3.1
18.0	2015-07-29	8025	ALICANTE/ALACANT	0.0	1003.3	997.8	ALICANTE	6.7	10.3	32.8	28.5	24.2	1.9
23.0	2015-07-29	7247X	PINOSO 	0.8			ALICANTE	3.6		36.2	26.9	17.6	0.6
	2015-07-29	8019	ALICANTE-ELCHE AEROPUERTO	1.1			ALICANTE		9.0	33.3	29.0	24.6	3.9
8.0	2015-07-30	8025	ALICANTE/ALACANT	0.6	1002.5	998.6	ALICANTE	7.8	8.0	32.3	29.1	25.9	3.1
99.0	2015-07-30	7247X	PINOSO 	0.0			ALICANTE	2.8		32.2	25.6	19.0	1.1
4.0	2015-07-30	8019	ALICANTE-ELCHE AEROPUERTO	0.1	1008.1	1004.9	ALICANTE	10.8	6.6	32.5	29.8	27.1	6.1
9.0	2015-07-31	8025	ALICANTE/ALACANT		1001.6	997.5	ALICANTE	9.2	3.7	29.8	27.8	25.7	2.8
12.0	2015-07-31	7247X	PINOSO 	0.0			ALICANTE	11.1		31.5	25.8	20.1	1.9
8.0	2015-07-31	8019	ALICANTE-ELCHE AEROPUERTO	0.1	1007.4	1003.0	ALICANTE	11.7	2.6	31.2	28.6	26.0	5.8
6.0	2015-08-01	8025	ALICANTE/ALACANT	0.0	1006.8	999.3	ALICANTE	12.5	12.3	31.1	28.0	25.0	5.0
99.0	2015-08-01	7247X	PINOSO 	0.0			ALICANTE	2.8		30.7	24.6	18.6	1.1
99.0	2015-08-01	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1005.0	ALICANTE	15.3	10.3	31.3	28.5	25.7	7.2
15.0	2015-08-02	8025	ALICANTE/ALACANT	0.0	1008.6	1005.9	ALICANTE	6.7	12.5	31.9	28.6	25.2	2.5
17.0	2015-08-02	7247X	PINOSO 	0.0			ALICANTE	3.6		30.2	24.2	18.3	1.1
8.0	2015-08-02	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.3	1011.7	ALICANTE	9.7	9.1	31.3	28.8	26.3	3.9
99.0	2015-08-03	8025	ALICANTE/ALACANT	0.0	1008.6	1005.0	ALICANTE	6.1	12.5	33.8	28.6	23.4	1.7
15.0	2015-08-03	7247X	PINOSO 	0.0			ALICANTE	3.3		33.4	25.0	16.5	0.8
99.0	2015-08-03	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.3	1010.7	ALICANTE	8.3	10.2	33.3	28.6	24.0	3.1
12.0	2015-08-04	8025	ALICANTE/ALACANT	0.0	1006.7	1004.4	ALICANTE	6.7	11.9	31.7	28.0	24.3	1.9
22.0	2015-08-04	7247X	PINOSO 	0.0			ALICANTE	4.7		33.9	26.0	18.0	0.8
9.0	2015-08-04	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.6	1010.0	ALICANTE	8.3	10.4	32.2	28.2	24.3	2.8
15.0	2015-08-05	8025	ALICANTE/ALACANT	0.0	1006.3	1003.2	ALICANTE	6.9	11.9	31.7	28.2	24.7	1.9
18.0	2015-08-05	7247X	PINOSO 	0.0			ALICANTE	3.6		33.6	25.8	18.1	1.4
9.0	2015-08-05	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.1	1008.9	ALICANTE	9.7	10.6	31.6	28.8	25.9	3.3
7.0	2015-08-06	8025	ALICANTE/ALACANT	0.0	1005.9	1002.9	ALICANTE	7.5	9.2	32.1	29.4	26.7	1.4
19.0	2015-08-06	7247X	PINOSO 	0.0			ALICANTE	10.6		33.8	26.8	19.8	0.8
8.0	2015-08-06	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.7	1008.4	ALICANTE	8.3	7.8	32.0	29.6	27.1	2.5
32.0	2015-08-07	8025	ALICANTE/ALACANT	0.0	1005.9	1003.8	ALICANTE	8.6	9.2	33.2	30.0	26.7	1.4
31.0	2015-08-07	7247X	PINOSO 	0.0			ALICANTE	17.8		39.3	30.6	21.9	2.5
99.0	2015-08-07	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.7	1009.4	ALICANTE	14.4	3.1	33.6	30.0	26.4	1.9
8.0	2015-08-08	8025	ALICANTE/ALACANT	0.0	1009.2	1005.1	ALICANTE	7.8	3.3	32.2	29.0	25.9	2.2
33.0	2015-08-08	7247X	PINOSO 	0.0			ALICANTE	13.6		32.6	25.8	18.9	0.8
6.0	2015-08-08	8019	ALICANTE-ELCHE AEROPUERTO		1015.2	1010.8	ALICANTE	11.4	0.8	33.1	29.0	25.0	4.2
8.0	2015-08-09	8025	ALICANTE/ALACANT	1.0	1009.9	1007.0	ALICANTE	9.7	8.2	30.5	27.6	24.6	2.2
21.0	2015-08-09	7247X	PINOSO 	0.2			ALICANTE	7.2		31.8	25.2	18.7	1.4
7.0	2015-08-09	8019	ALICANTE-ELCHE AEROPUERTO	0.8	1015.8	1012.7	ALICANTE	11.7	5.9	31.2	28.3	25.4	3.6
13.0	2015-08-10	8025	ALICANTE/ALACANT	0.0	1008.4	1003.4	ALICANTE	8.1	11.0	33.0	29.0	25.1	2.2
19.0	2015-08-10	7247X	PINOSO 	0.0			ALICANTE	3.1		37.0	28.1	19.2	0.3
99.0	2015-08-10	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.2	1009.1	ALICANTE	9.7	8.4	34.4	30.0	25.7	3.3
14.0	2015-08-11	8025	ALICANTE/ALACANT	0.0	1006.0	1003.5	ALICANTE	6.9	8.3	31.7	29.2	26.6	2.2
18.0	2015-08-11	7247X	PINOSO 	0.0			ALICANTE	3.3		33.0	26.9	20.8	1.1
9.0	2015-08-11	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.8	1009.2	ALICANTE	8.9	6.6	32.9	30.1	27.3	3.1
16.0	2015-08-12	8025	ALICANTE/ALACANT	0.0	1007.8	1005.4	ALICANTE	6.7	11.0	32.3	28.8	25.2	1.9
20.0	2015-08-12	7247X	PINOSO 	0.0			ALICANTE	3.6		36.7	27.0	17.4	0.8
8.0	2015-08-12	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.5	1011.2	ALICANTE	8.9	8.4	32.0	29.0	26.1	2.2
31.0	2015-08-13	8025	ALICANTE/ALACANT	0.0	1006.1	1002.9	ALICANTE	11.4	12.4	38.2	31.4	24.6	2.8
99.0	2015-08-13	7247X	PINOSO 	0.0			ALICANTE	2.2		32.9	25.6	18.4	1.1
30.0	2015-08-13	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.8	1008.5	ALICANTE	13.9	10.1	39.5	32.4	25.3	5.3
13.0	2015-08-14	8025	ALICANTE/ALACANT	0.0	1005.6	1003.4	ALICANTE	8.9	11.1	31.6	27.6	23.6	3.1
22.0	2015-08-14	7247X	PINOSO 	0.0			ALICANTE	2.5		31.2	24.4	17.6	0.6
30.0	2015-08-14	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.2	1009.0	ALICANTE	14.4	10.2	32.3	28.9	25.5	5.0
6.0	2015-08-15	8025	ALICANTE/ALACANT		1005.3	1002.0	ALICANTE	10.8	7.7	29.7	25.9	22.1	3.3
32.0	2015-08-15	7247X	PINOSO 	0.0			ALICANTE	3.6		29.6	23.0	16.3	1.1
8.0	2015-08-15	8019	ALICANTE-ELCHE AEROPUERTO	0.5	1011.0	1007.6	ALICANTE	12.5	2.8	30.4	27.1	23.8	5.6
12.0	2015-08-16	8025	ALICANTE/ALACANT	0.0	1005.5	1002.7	ALICANTE	7.5	8.5	29.9	25.3	20.7	1.9
19.0	2015-08-16	7247X	PINOSO 	0.0			ALICANTE	3.9		29.5	22.2	14.9	0.8
9.0	2015-08-16	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.2	1008.4	ALICANTE	9.7	4.1	30.2	26.2	22.3	2.2
7.0	2015-08-17	8025	ALICANTE/ALACANT	0.0	1003.2	1000.5	ALICANTE	8.3	10.5	31.5	27.8	24.0	2.5
18.0	2015-08-17	7247X	PINOSO 	0.0			ALICANTE	3.6		32.9	25.4	17.8	1.1
99.0	2015-08-17	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1009.0	1006.0	ALICANTE	9.7	10.1	33.3	28.8	24.2	3.6
10.0	2015-08-18	8025	ALICANTE/ALACANT	0.0	1005.7	1001.3	ALICANTE	8.3	10.3	30.9	27.3	23.7	2.8
22.0	2015-08-18	7247X	PINOSO 	0.0			ALICANTE	2.5		28.9	23.2	17.4	1.1
10.0	2015-08-18	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.5	1007.1	ALICANTE	10.3	8.0	31.1	28.2	25.4	4.4
6.0	2015-08-19	8025	ALICANTE/ALACANT	0.0	1010.8	1005.1	ALICANTE	8.3	8.2	30.8	27.4	24.1	2.2
12.0	2015-08-19	7247X	PINOSO 	0.0			ALICANTE	2.5		30.9	24.6	18.4	1.1
99.0	2015-08-19	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.6	1010.9	ALICANTE	9.7	7.3	31.1	27.4	23.8	3.6
12.0	2015-08-20	8025	ALICANTE/ALACANT	0.0	1012.4	1010.1	ALICANTE	6.7	12.2	31.0	27.2	23.4	2.5
20.0	2015-08-20	7247X	PINOSO 	0.0			ALICANTE	2.8		31.1	24.1	17.1	0.8
5.0	2015-08-20	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.2	1015.8	ALICANTE	9.7	10.7	30.5	27.6	24.7	3.3
14.0	2015-08-21	8025	ALICANTE/ALACANT	0.0	1011.9	1008.3	ALICANTE	6.7	12.2	31.5	26.9	22.3	2.2
20.0	2015-08-21	7247X	PINOSO 	0.0			ALICANTE	3.1		31.2	23.0	14.8	1.1
7.0	2015-08-21	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.8	1014.1	ALICANTE	8.9	9.8	31.0	26.4	21.8	4.2
11.0	2015-08-22	8025	ALICANTE/ALACANT	0.0	1008.9	1001.4	ALICANTE	7.2	12.4	30.4	25.8	21.1	2.2
99.0	2015-08-22	7247X	PINOSO 	0.0			ALICANTE	2.5		31.9	22.9	13.9	1.1
9.0	2015-08-22	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.6	1007.2	ALICANTE	11.7	9.5	30.5	26.2	21.9	3.1
18.0	2015-08-23	8025	ALICANTE/ALACANT	0.0	1001.5	998.3	ALICANTE	10.3	12.1	33.8	27.9	22.0	2.8
26.0	2015-08-23	7247X	PINOSO 	0.0			ALICANTE	2.8		30.7	23.6	16.4	1.4
29.0	2015-08-23	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1007.3	1003.7	ALICANTE	13.9	9.6	34.8	28.6	22.3	4.7
28.0	2015-08-24	8025	ALICANTE/ALACANT	0.0	1006.8	999.9	ALICANTE	11.7	12.3	34.0	29.2	24.5	3.1
99.0	2015-08-24	7247X	PINOSO 	0.0			ALICANTE	2.8		31.1	23.7	16.3	0.8
15.0	2015-08-24	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1005.6	ALICANTE	12.5	11.5	34.3	29.2	24.2	4.4
13.0	2015-08-25	8025	ALICANTE/ALACANT	0.0	1009.5	1006.7	ALICANTE	8.3	12.5	30.4	26.0	21.7	2.8
99.0	2015-08-25	7247X	PINOSO 	0.0			ALICANTE	2.2		29.1	22.0	15.0	1.4
9.0	2015-08-25	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.3	1012.4	ALICANTE	10.3	10.6	30.3	25.9	21.5	4.7
12.0	2015-08-26	8025	ALICANTE/ALACANT	0.0	1009.2	1005.4	ALICANTE	6.9	11.9	30.6	26.6	22.7	2.2
12.0	2015-08-26	7247X	PINOSO 	0.0			ALICANTE	3.1		29.9	22.6	15.3	0.8
8.0	2015-08-26	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.0	1011.1	ALICANTE	10.3	9.4	30.4	26.8	23.3	4.2
20.0	2015-08-27	8025	ALICANTE/ALACANT	0.0	1007.8	1005.2	ALICANTE	7.2	11.9	31.0	25.8	20.7	4.2
15.0	2015-08-27	7247X	PINOSO 	0.0			ALICANTE	2.8		31.6	22.5	13.4	1.4
11.0	2015-08-27	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.5	1010.9	ALICANTE	9.7	11.5	31.0	26.2	21.5	2.2
11.0	2015-08-28	8025	ALICANTE/ALACANT	0.0	1009.4	1006.3	ALICANTE	6.7	11.8	30.9	26.0	21.1	2.2
12.0	2015-08-28	7247X	PINOSO 	0.0			ALICANTE	2.8		34.0	24.1	14.2	1.1
99.0	2015-08-28	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.2	1012.1	ALICANTE	8.3	11.0	30.5	26.2	21.8	3.6
5.0	2015-08-29	8025	ALICANTE/ALACANT	0.0	1010.5	1007.4	ALICANTE	9.4	11.8	31.2	26.2	21.2	2.2
9.0	2015-08-29	7247X	PINOSO 	0.0			ALICANTE	4.2		31.7	23.0	14.4	0.8
7.0	2015-08-29	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.3	1013.3	ALICANTE	10.8	10.5	31.5	27.1	22.7	4.2
14.0	2015-08-30	8025	ALICANTE/ALACANT	0.0	1009.0	1006.4	ALICANTE	7.5	10.1	31.8	27.8	23.8	1.9
99.0	2015-08-30	7247X	PINOSO 	0.0			ALICANTE	3.1		30.9	23.5	16.1	1.1
9.0	2015-08-30	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.8	1012.2	ALICANTE	9.7	9.7	31.6	28.0	24.3	3.9
22.0	2015-08-31	8025	ALICANTE/ALACANT	1.6	1007.7	1002.2	ALICANTE	7.8	8.1	31.4	28.2	25.1	1.9
23.0	2015-08-31	7247X	PINOSO 	0.1			ALICANTE	3.3		32.5	26.6	20.6	0.8
8.0	2015-08-31	8019	ALICANTE-ELCHE AEROPUERTO	1.2	1013.5	1007.3	ALICANTE	10.8	5.7	31.9	28.4	24.9	3.3
8.0	2015-09-01	8025	ALICANTE/ALACANT	0.0	1006.6	1004.0	ALICANTE	11.4	9.9	31.0	27.0	23.0	2.2
6.0	2015-09-01	7247X	PINOSO 	0.0			ALICANTE	2.8		31.4	24.5	17.6	1.1
8.0	2015-09-01	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1009.8	ALICANTE	12.8	7.6	31.5	27.6	23.7	4.7
14.0	2015-09-02	8025	ALICANTE/ALACANT	0.0	1006.1	1003.0	ALICANTE	8.3	9.6	30.2	26.6	22.9	1.9
18.0	2015-09-02	7247X	PINOSO 	0.0			ALICANTE	2.8		30.6	23.6	16.6	0.8
11.0	2015-09-02	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1011.9	1008.8	ALICANTE	12.5	6.6	30.8	27.5	24.2	3.1
12.0	2015-09-03	8025	ALICANTE/ALACANT	0.0	1003.9	1001.6	ALICANTE	7.5	11.5	31.8	26.8	21.7	1.9
31.0	2015-09-03	7247X	PINOSO 	0.0			ALICANTE	4.7		31.2	22.8	14.4	0.8
12.0	2015-09-03	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1009.8	1007.1	ALICANTE	9.2	10.3	32.8	28.0	23.1	3.6
2.0	2015-09-04	8025	ALICANTE/ALACANT	1.2	1006.5	1002.0	ALICANTE	9.2	2.8	28.6	25.0	21.3	2.5
27.0	2015-09-04	7247X	PINOSO 	6.8			ALICANTE	3.3		29.7	23.2	16.7	0.8
99.0	2015-09-04	8019	ALICANTE-ELCHE AEROPUERTO	0.3	1012.2	1007.7	ALICANTE	10.3	2.4	29.6	26.0	22.3	3.9
6.0	2015-09-05	8025	ALICANTE/ALACANT	10.8	1010.0	1005.9	ALICANTE	10.3	4.9	26.6	23.4	20.1	3.3
99.0	2015-09-05	7247X	PINOSO 	6.2			ALICANTE	2.2		23.0	19.0	15.1	1.4
7.0	2015-09-05	8019	ALICANTE-ELCHE AEROPUERTO	15.8	1015.9	1011.8	ALICANTE	13.9	0.4	27.3	24.0	20.7	6.4
8.0	2015-09-06	8025	ALICANTE/ALACANT	6.2	1012.2	1009.1	ALICANTE	5.3	0.1	22.8	21.2	19.7	1.7
99.0	2015-09-06	7247X	PINOSO 	2.4			ALICANTE	2.2		16.9	16.0	15.1	1.1
5.0	2015-09-06	8019	ALICANTE-ELCHE AEROPUERTO	14.0	1018.1	1015.0	ALICANTE	8.9	0.0	23.4	21.8	20.2	3.1
33.0	2015-09-07	8025	ALICANTE/ALACANT	16.0	1011.7	1008.6	ALICANTE	5.6	2.7	24.0	21.6	19.3	1.7
8.0	2015-09-07	7247X	PINOSO 	15.2			ALICANTE	2.5		20.1	17.6	15.1	0.8
99.0	2015-09-07	8019	ALICANTE-ELCHE AEROPUERTO	5.4	1017.5	1014.2	ALICANTE	8.3	0.6	24.6	22.2	19.8	3.3
34.0	2015-09-08	8025	ALICANTE/ALACANT	41.4	1009.1	1006.7	ALICANTE	17.5	7.7	26.5	20.9	15.3	1.1
23.0	2015-09-08	7247X	PINOSO 	0.7			ALICANTE	2.8		24.8	18.6	12.3	0.0
2.0	2015-09-08	8019	ALICANTE-ELCHE AEROPUERTO	2.1	1015.0	1012.5	ALICANTE	16.9	5.3	26.2	22.1	18.0	3.3
12.0	2015-09-09	8025	ALICANTE/ALACANT	0.0	1007.6	1005.8	ALICANTE	7.5	10.0	26.8	21.5	16.2	2.5
14.0	2015-09-09	7247X	PINOSO 	0.1			ALICANTE	3.1		28.5	19.4	10.4	0.0
99.0	2015-09-09	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.5	1011.5	ALICANTE	7.2	9.0	27.5	22.4	17.2	2.2
19.0	2015-09-10	8025	ALICANTE/ALACANT	0.0	1006.6	1003.3	ALICANTE	7.5	10.0	29.5	24.3	19.1	1.9
23.0	2015-09-10	7247X	PINOSO 	0.1			ALICANTE	2.5		30.0	21.8	13.7	1.1
17.0	2015-09-10	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1009.0	ALICANTE	8.9	8.1	28.9	24.4	19.9	2.5
15.0	2015-09-11	8025	ALICANTE/ALACANT	0.0	1006.1	1004.1	ALICANTE	5.8	10.5	28.9	24.4	19.8	1.7
16.0	2015-09-11	7247X	PINOSO 	0.0			ALICANTE	3.3		29.1	21.7	14.3	1.4
99.0	2015-09-11	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.0	1009.9	ALICANTE	7.2	8.9	28.9	24.8	20.8	2.8
3.0	2015-09-12	8025	ALICANTE/ALACANT	0.0	1006.2	1001.6	ALICANTE	6.4	3.0	27.2	22.6	18.1	1.7
22.0	2015-09-12	7247X	PINOSO 	0.5			ALICANTE	2.8		27.1	19.7	12.3	0.8
99.0	2015-09-12	8019	ALICANTE-ELCHE AEROPUERTO	0.1	1012.2	1007.5	ALICANTE	8.3	0.3	28.1	23.4	18.7	1.9
